has_variant,product_url,name,sku,mpn,availability,price,description,image_array,brand,image,barcode,barcode_type,color,size,isPriceExcVAT,available_option
False,https://www.fatbraintoys.com/toy_companies/lego_systems_inc/lego_city_exploration_jungle_explorer_atv_red_panda_mission.cfm?ah=LS2527-1,LEGO City Exploration - Jungle Explorer ATV Red Panda Mission,LS2527-1,60424,True,10.99,Build an ATV and race into the wilderness to find the elusive red panda!,"['https://www.fatbraintoys.com/images/products/large/ls2527.jpg', 'https://www.fatbraintoys.com/images/products/detail/ls2527/ls2527_0.jpg', 'https://www.fatbraintoys.com/images/products/detail/ls2527/ls2527_1.jpg']","LEGO® Systems, Inc.",https://www.fatbraintoys.com/images/products/large/ls2527.jpg,673419390002,UPC,,,False,LEGO City Exploration - Jungle Explorer ATV Red Panda Mission
False,https://www.fatbraintoys.com/toy_companies/lego_systems_inc/lego_technic_kawasaki_ninja_h2r_motorcycle_v39.cfm?ah=LS2508-1,LEGO Technic - Kawasaki Ninja H2R Motorcycle V39,LS2508-1,42170,True,84.95,Build the world's most powerful supercharged hypersport closed-course motorcycle!,"['https://www.fatbraintoys.com/images/products/large/ls2508.jpg', 'https://www.fatbraintoys.com/images/products/detail/ls2508/ls2508_0.jpg', 'https://www.fatbraintoys.com/images/products/detail/ls2508/ls2508_1.jpg']","LEGO® Systems, Inc.",https://www.fatbraintoys.com/images/products/large/ls2508.jpg,673419388733,UPC,,,False,LEGO Technic - Kawasaki Ninja H2R Motorcycle V39
False,https://www.fatbraintoys.com/toy_companies/kikkerland_design/huckleberry_kaleidoscope.cfm?ah=KD074-1,Huckleberry Kaleidoscope,KD074-1,HB15,True,8.0,This isn't your ordinary kaleidoscope. Add flower petals and other small nature finds into the top compartment to create stunning mosaics and unique patterns! Great for fostering creativity and love for outdoors.,"['https://www.fatbraintoys.com/images/products/large/kd074.jpg', 'https://www.fatbraintoys.com/images/products/detail/kd074/kd074_0.jpg', 'https://www.fatbraintoys.com/images/products/detail/kd074/kd074_1.jpg', 'https://www.fatbraintoys.com/images/products/detail/kd074/kd074_2.jpg']",Kikkerland Design,https://www.fatbraintoys.com/images/products/large/kd074.jpg,612615101203,UPC,,,False,Huckleberry Kaleidoscope
False,https://www.fatbraintoys.com/toy_companies/fat_brain_toys/lets_plant_5_pc_gardening_set.cfm?ah=FB509-1,Let's Plant 5 pc. Gardening Set,FB509-1,79500,True,24.95,A real-life gardening set for kids!,"['https://www.fatbraintoys.com/images/products/large/fb509.jpg', 'https://www.fatbraintoys.com/images/products/detail/fb509/fb509_0.jpg', 'https://www.fatbraintoys.com/images/products/detail/fb509/fb509_1.jpg', 'https://www.fatbraintoys.com/images/products/detail/fb509/fb509_2.jpg']",Fat Brain Toys,https://www.fatbraintoys.com/images/products/large/fb509.jpg,810074270540,UPC,,,False,Let's Plant 5 pc. Gardening Set
False,https://www.fatbraintoys.com/toy_companies/kikkerland_design/huckleberry_cast_a_track.cfm?ah=KD073-1,Huckleberry Cast-A-Track,KD073-1,HB31,True,10.95,Find and preserve your favorite animal tracks!,['https://www.fatbraintoys.com/images/products/large/kd073.jpg'],Kikkerland Design,https://www.fatbraintoys.com/images/products/large/kd073.jpg,612615116528,UPC,,,False,Huckleberry Cast-A-Track
False,https://www.fatbraintoys.com/toy_companies/green_toys/green_toys_sea_life_set.cfm?ah=GRN077-1,Green Toys Sea Life Set,GRN077-1,SLS1-1584,True,19.95,"Scoop, pour, discover, and play with these fun and friendly sea creatures!",['https://www.fatbraintoys.com/images/products/large/grn077.jpg'],Green Toys,https://www.fatbraintoys.com/images/products/large/grn077.jpg,816409015848,UPC,,,False,Green Toys Sea Life Set
True,https://www.fatbraintoys.com/toy_companies/fat_brain_toys/fat_brain_toys_gift_card.cfm?ah=FB066-5,Fat Brain Toys Gift Card,FB066-5,FB066-5,True,5.0,"""You have so many choices, but what do I choose?"" Let the recipient choose what they want with a Fat Brain Toys gift card! A gift card is the perfect gift for all occasions. Choose from denominations of $10 to $100.",['https://www.fatbraintoys.com/images/products/large/fb066.jpg'],Fat Brain Toys,https://www.fatbraintoys.com/images/products/large/fb066.jpg,182129001264,UPC,,,False, $5
True,https://www.fatbraintoys.com/toy_companies/fat_brain_toys/fat_brain_toys_gift_card.cfm?ah=FB066-10,Fat Brain Toys Gift Card,FB066-10,FB066-10,True,10.0,"""You have so many choices, but what do I choose?"" Let the recipient choose what they want with a Fat Brain Toys gift card! A gift card is the perfect gift for all occasions. Choose from denominations of $10 to $100.",['https://www.fatbraintoys.com/images/products/large/fb066.jpg'],Fat Brain Toys,https://www.fatbraintoys.com/images/products/large/fb066.jpg,182129001264,UPC,,,False, $10
True,https://www.fatbraintoys.com/toy_companies/fat_brain_toys/fat_brain_toys_gift_card.cfm?ah=FB066-15,Fat Brain Toys Gift Card,FB066-15,FB066-15,True,15.0,"""You have so many choices, but what do I choose?"" Let the recipient choose what they want with a Fat Brain Toys gift card! A gift card is the perfect gift for all occasions. Choose from denominations of $10 to $100.",['https://www.fatbraintoys.com/images/products/large/fb066.jpg'],Fat Brain Toys,https://www.fatbraintoys.com/images/products/large/fb066.jpg,182129001264,UPC,,,False, $15
True,https://www.fatbraintoys.com/toy_companies/fat_brain_toys/fat_brain_toys_gift_card.cfm?ah=FB066-20,Fat Brain Toys Gift Card,FB066-20,FB066-20,True,20.0,"""You have so many choices, but what do I choose?"" Let the recipient choose what they want with a Fat Brain Toys gift card! A gift card is the perfect gift for all occasions. Choose from denominations of $10 to $100.",['https://www.fatbraintoys.com/images/products/large/fb066.jpg'],Fat Brain Toys,https://www.fatbraintoys.com/images/products/large/fb066.jpg,182129001264,UPC,,,False, $20
True,https://www.fatbraintoys.com/toy_companies/fat_brain_toys/fat_brain_toys_gift_card.cfm?ah=FB066-25,Fat Brain Toys Gift Card,FB066-25,FB066-25,True,25.0,"""You have so many choices, but what do I choose?"" Let the recipient choose what they want with a Fat Brain Toys gift card! A gift card is the perfect gift for all occasions. Choose from denominations of $10 to $100.",['https://www.fatbraintoys.com/images/products/large/fb066.jpg'],Fat Brain Toys,https://www.fatbraintoys.com/images/products/large/fb066.jpg,182129001264,UPC,,,False, $25
True,https://www.fatbraintoys.com/toy_companies/fat_brain_toys/fat_brain_toys_gift_card.cfm?ah=FB066-30,Fat Brain Toys Gift Card,FB066-30,FB066-30,True,30.0,"""You have so many choices, but what do I choose?"" Let the recipient choose what they want with a Fat Brain Toys gift card! A gift card is the perfect gift for all occasions. Choose from denominations of $10 to $100.",['https://www.fatbraintoys.com/images/products/large/fb066.jpg'],Fat Brain Toys,https://www.fatbraintoys.com/images/products/large/fb066.jpg,182129001264,UPC,,,False, $30
True,https://www.fatbraintoys.com/toy_companies/fat_brain_toys/fat_brain_toys_gift_card.cfm?ah=FB066-40,Fat Brain Toys Gift Card,FB066-40,FB066-40,True,40.0,"""You have so many choices, but what do I choose?"" Let the recipient choose what they want with a Fat Brain Toys gift card! A gift card is the perfect gift for all occasions. Choose from denominations of $10 to $100.",['https://www.fatbraintoys.com/images/products/large/fb066.jpg'],Fat Brain Toys,https://www.fatbraintoys.com/images/products/large/fb066.jpg,182129001264,UPC,,,False, $40
True,https://www.fatbraintoys.com/toy_companies/fat_brain_toys/fat_brain_toys_gift_card.cfm?ah=FB066-50,Fat Brain Toys Gift Card,FB066-50,FB066-50,True,50.0,"""You have so many choices, but what do I choose?"" Let the recipient choose what they want with a Fat Brain Toys gift card! A gift card is the perfect gift for all occasions. Choose from denominations of $10 to $100.",['https://www.fatbraintoys.com/images/products/large/fb066.jpg'],Fat Brain Toys,https://www.fatbraintoys.com/images/products/large/fb066.jpg,182129001264,UPC,,,False, $50
True,https://www.fatbraintoys.com/toy_companies/fat_brain_toys/fat_brain_toys_gift_card.cfm?ah=FB066-75,Fat Brain Toys Gift Card,FB066-75,FB066-75,True,75.0,"""You have so many choices, but what do I choose?"" Let the recipient choose what they want with a Fat Brain Toys gift card! A gift card is the perfect gift for all occasions. Choose from denominations of $10 to $100.",['https://www.fatbraintoys.com/images/products/large/fb066.jpg'],Fat Brain Toys,https://www.fatbraintoys.com/images/products/large/fb066.jpg,182129001264,UPC,,,False, $75
True,https://www.fatbraintoys.com/toy_companies/fat_brain_toys/fat_brain_toys_gift_card.cfm?ah=FB066-100,Fat Brain Toys Gift Card,FB066-100,FB066-100,True,100.0,"""You have so many choices, but what do I choose?"" Let the recipient choose what they want with a Fat Brain Toys gift card! A gift card is the perfect gift for all occasions. Choose from denominations of $10 to $100.",['https://www.fatbraintoys.com/images/products/large/fb066.jpg'],Fat Brain Toys,https://www.fatbraintoys.com/images/products/large/fb066.jpg,182129001264,UPC,,,False, $100
True,https://www.fatbraintoys.com/toy_companies/fat_brain_toys/fat_brain_toys_gift_card.cfm?ah=FB066-150,Fat Brain Toys Gift Card,FB066-150,FB066-150,True,150.0,"""You have so many choices, but what do I choose?"" Let the recipient choose what they want with a Fat Brain Toys gift card! A gift card is the perfect gift for all occasions. Choose from denominations of $10 to $100.",['https://www.fatbraintoys.com/images/products/large/fb066.jpg'],Fat Brain Toys,https://www.fatbraintoys.com/images/products/large/fb066.jpg,182129001264,UPC,,,False, $150
True,https://www.fatbraintoys.com/toy_companies/fat_brain_toys/fat_brain_toys_gift_card.cfm?ah=FB066-200,Fat Brain Toys Gift Card,FB066-200,FB066-200,True,200.0,"""You have so many choices, but what do I choose?"" Let the recipient choose what they want with a Fat Brain Toys gift card! A gift card is the perfect gift for all occasions. Choose from denominations of $10 to $100.",['https://www.fatbraintoys.com/images/products/large/fb066.jpg'],Fat Brain Toys,https://www.fatbraintoys.com/images/products/large/fb066.jpg,182129001264,UPC,,,False, $200
True,https://www.fatbraintoys.com/toy_companies/fat_brain_toys/fat_brain_toys_gift_card.cfm?ah=FB066-250,Fat Brain Toys Gift Card,FB066-250,FB066-250,True,250.0,"""You have so many choices, but what do I choose?"" Let the recipient choose what they want with a Fat Brain Toys gift card! A gift card is the perfect gift for all occasions. Choose from denominations of $10 to $100.",['https://www.fatbraintoys.com/images/products/large/fb066.jpg'],Fat Brain Toys,https://www.fatbraintoys.com/images/products/large/fb066.jpg,182129001264,UPC,,,False, 250
True,https://www.fatbraintoys.com/toy_companies/fat_brain_toys/fat_brain_toys_gift_card.cfm?ah=FB066-300,Fat Brain Toys Gift Card,FB066-300,FB066-300,True,300.0,"""You have so many choices, but what do I choose?"" Let the recipient choose what they want with a Fat Brain Toys gift card! A gift card is the perfect gift for all occasions. Choose from denominations of $10 to $100.",['https://www.fatbraintoys.com/images/products/large/fb066.jpg'],Fat Brain Toys,https://www.fatbraintoys.com/images/products/large/fb066.jpg,182129001264,UPC,,,False, $300
False,https://www.fatbraintoys.com/toy_companies/super_impulse/worlds_smallest_simon.cfm?ah=SUI060-1,World's Smallest Simon,SUI060-1,5189,True,9.95,"World’s Smallest Simon is an EXACT replica of the original electronic memory game! Only 2 inches in diameter, featuring four color window buttons and authentic tonal sounds. Follow the light and sound patterns up to 73 sequences that increase in speed as you advance. As the game progresses, the sequences become progressively longer and more complex, testing players’ memory and concentration. Simon’s timeless appeal lies in its simplicity and addictive nature, making it a beloved choice for both casual gamers and enthusiasts alike. For ages 6 and up.","['https://www.fatbraintoys.com/images/products/large/sui060.jpg', 'https://www.fatbraintoys.com/images/products/detail/sui060/sui060_0.jpg']",Super Impulse,https://www.fatbraintoys.com/images/products/large/sui060.jpg,810010993663,UPC,,,False,World's Smallest Simon
False,https://www.fatbraintoys.com/toy_companies/green_toys/green_toys_block_set.cfm?ah=GRN054-1,Green Toys Block Set,GRN054-1,BLKA-1110,True,24.95,"Stack up hours of creative, Earth-friendly fun!",['https://www.fatbraintoys.com/images/products/large/grn054.jpg'],Green Toys,https://www.fatbraintoys.com/images/products/large/grn054.jpg,816409011109,UPC,,,False,Green Toys Block Set
False,https://www.fatbraintoys.com/toy_companies/kikkerland_design/huckleberry_water_brush.cfm?ah=KD072-1,Huckleberry Water Brush,KD072-1,HB29,True,7.95,Recycle that plastic water bottle by turning it into a water brush!,"['https://www.fatbraintoys.com/images/products/large/kd072.jpg', 'https://www.fatbraintoys.com/images/products/detail/kd072/kd072_0.jpg', 'https://www.fatbraintoys.com/images/products/detail/kd072/kd072_1.jpg', 'https://www.fatbraintoys.com/images/products/detail/kd072/kd072_2.jpg']",Kikkerland Design,https://www.fatbraintoys.com/images/products/large/kd072.jpg,612615112933,UPC,,,False,Huckleberry Water Brush
False,https://www.fatbraintoys.com/toy_companies/fractiles/fractiles_7.cfm?ah=FT002-1,Fractiles-7,FT002-1,FR7 Large,True,59.95,Discover infinite design possibilities!,"['https://www.fatbraintoys.com/images/products/large/ft002.jpg', 'https://www.fatbraintoys.com/images/products/detail/ft002/a.jpg', 'https://www.fatbraintoys.com/images/products/detail/ft002/b.jpg', 'https://www.fatbraintoys.com/images/products/detail/ft002/c.jpg', 'https://www.fatbraintoys.com/images/products/detail/ft002/d.jpg']",Fractiles,https://www.fatbraintoys.com/images/products/large/ft002.jpg,661939000075,UPC,,,False,Fractiles-7
False,https://www.fatbraintoys.com/toy_companies/magna_tiles/magna_tiles_forest_animals_25_pc_.cfm?ah=MAG023-1,Magna-Tiles Forest Animals - 25 pc ,MAG023-1,22225,True,45.95,Build your own Magna-Tiles forest!,"['https://www.fatbraintoys.com/images/products/large/mag023.jpg', 'https://www.fatbraintoys.com/images/products/detail/mag023/mag023_0.jpg', 'https://www.fatbraintoys.com/images/products/detail/mag023/mag023_1.jpg', 'https://www.fatbraintoys.com/images/products/detail/mag023/mag023_2.jpg']",Magna-Tiles,https://www.fatbraintoys.com/images/products/large/mag023.jpg,850025176101,UPC,,,False,Magna-Tiles Forest Animals - 25 pc 
False,https://www.fatbraintoys.com/toy_companies/super_impulse/worlds_smallest_rubiks_cube.cfm?ah=SUI005-1,World's Smallest Rubik's Cube,SUI005-1,503,True,7.95,Here's a brain teaser about a brain teaser.,"['https://www.fatbraintoys.com/images/products/large/sui005.jpg', 'https://www.fatbraintoys.com/images/products/detail/sui005/1.jpg']",Super Impulse,https://www.fatbraintoys.com/images/products/large/sui005.jpg,859421005145,UPC,,,False,World's Smallest Rubik's Cube
False,https://www.fatbraintoys.com/toy_companies/the_cool_tool/cool_tool_4_in_1_workshop_extra_wooden_dowels.cfm?ah=TCT002-1,Cool Tool 4 in 1 Workshop - Extra Wooden Dowels,TCT002-1,163-200,True,19.95,Lathing is definitely one of the most exciting woodworking activities.,['https://www.fatbraintoys.com/images/products/large/tct002.jpg'],The Cool Tool,https://www.fatbraintoys.com/images/products/large/tct002.jpg,9003531631201,EAN,,,False,Cool Tool 4 in 1 Workshop - Extra Wooden Dowels
False,https://www.fatbraintoys.com/toy_companies/workman_publishing_hachette_book_group/smart_flash_i_am_kind.cfm?ah=WO203-1,Smart Flash - I Am Kind,WO203-1,9781950500031,True,6.97,It's never too early to learn to be kind!,"['https://www.fatbraintoys.com/images/products/large/wo203.jpg', 'https://www.fatbraintoys.com/images/products/detail/wo203/wo203_0.jpg', 'https://www.fatbraintoys.com/images/products/detail/wo203/wo203_1.jpg', 'https://www.fatbraintoys.com/images/products/detail/wo203/wo203_2.jpg', 'https://www.fatbraintoys.com/images/products/detail/wo203/wo203_3.jpg']",Workman Publishing - Hachette Book Group,https://www.fatbraintoys.com/images/products/large/wo203.jpg,9781950500031,EAN,,,False,Smart Flash - I Am Kind
False,https://www.fatbraintoys.com/toy_companies/ooly/scratch_shine_scratch_cards_amazing_affirmations.cfm?ah=INA091-1,Scratch & Shine Scratch Cards - Amazing Affirmations,INA091-1,161-095,True,12.95,"Shimmery, feel-good scratch art kits","['https://www.fatbraintoys.com/images/products/large/ina091.jpg', 'https://www.fatbraintoys.com/images/products/detail/ina091/ina091_0.jpg']",Ooly,https://www.fatbraintoys.com/images/products/large/ina091.jpg,810104680035,UPC,,,False,Scratch & Shine Scratch Cards - Amazing Affirmations
False,https://www.fatbraintoys.com/toy_companies/bolder_play/4fun_led_glow_golf_balls_set_of_3.cfm?ah=BFC082-1,4FUN LED Glow Golf Balls - Set of 3,BFC082-1,FUN.016,True,19.99,Add a burst of amazement to your putt-putt experience!,['https://www.fatbraintoys.com/images/products/large/bfc082.jpg'],Bolder Play,https://www.fatbraintoys.com/images/products/large/bfc082.jpg,858077008630,UPC,,,False,4FUN LED Glow Golf Balls - Set of 3
True,https://www.fatbraintoys.com/toy_companies/harpercollins_publishers/sticker_dolly_dressing.cfm?ah=HAR045-1,Sticker Dolly Dressing,HAR045-1,9781805071457,True,9.95,Bring the story to life with stickers!,['https://www.fatbraintoys.com/images/products/large/har045.jpg'],HarperCollins Publishers,https://www.fatbraintoys.com/images/products/large/har045.jpg,9781805071457,EAN,,,False, Dogs & Puppies
True,https://www.fatbraintoys.com/toy_companies/harpercollins_publishers/sticker_dolly_dressing.cfm?ah=HAR045-2,Sticker Dolly Dressing,HAR045-2,9781805071624,True,9.95,Bring the story to life with stickers!,['https://www.fatbraintoys.com/images/products/large/har045.jpg'],HarperCollins Publishers,https://www.fatbraintoys.com/images/products/large/har045.jpg,9781805071457,EAN,,,False, Fairy Princesses
True,https://www.fatbraintoys.com/toy_companies/harpercollins_publishers/sticker_dolly_dressing.cfm?ah=HAR045-4,Sticker Dolly Dressing,HAR045-4,9781805070351,True,9.95,Bring the story to life with stickers!,['https://www.fatbraintoys.com/images/products/large/har045.jpg'],HarperCollins Publishers,https://www.fatbraintoys.com/images/products/large/har045.jpg,9781805071457,EAN,,,False, On Vacation
True,https://www.fatbraintoys.com/toy_companies/harpercollins_publishers/sticker_dolly_dressing.cfm?ah=HAR045-3,Sticker Dolly Dressing,HAR045-3,9781805071846,True,9.95,Bring the story to life with stickers!,['https://www.fatbraintoys.com/images/products/large/har045.jpg'],HarperCollins Publishers,https://www.fatbraintoys.com/images/products/large/har045.jpg,9781805071457,EAN,,,False, Weddings
False,https://www.fatbraintoys.com/toy_companies/scentco_inc/aloha_unicorn_glitter_gel_smens_8_pack.cfm?ah=SCE030-1,Aloha Unicorn Glitter Gel Smens 8-Pack,SCE030-1,X08AU,True,9.95,Give these vibrant gel pens a whiff and let their enchanting scents whisk you away on a tropical vacation!,['https://www.fatbraintoys.com/images/products/large/sce030.jpg'],ScentCo Inc.,https://www.fatbraintoys.com/images/products/large/sce030.jpg,692046972832,UPC,,,False,Aloha Unicorn Glitter Gel Smens 8-Pack
False,https://www.fatbraintoys.com/toy_companies/play_visions/squishy_axolotl.cfm?ah=PV087-1,Squishy Axolotl,PV087-1,SQAX,True,4.95,"Your new best friend in fidget fun, the Axolotl!",['https://www.fatbraintoys.com/images/products/large/pv087.jpg'],Play Visions,https://www.fatbraintoys.com/images/products/large/pv087.jpg,010984002341,UPC,,,False,Squishy Axolotl
False,https://www.fatbraintoys.com/toy_companies/blue_orange/do_you_know_your_peeps.cfm?ah=BO135-1,Do You Know Your Peeps?,BO135-1,09067,True,19.95,How well do you know your peeps?,['https://www.fatbraintoys.com/images/products/large/bo135.jpg'],Blue Orange,https://www.fatbraintoys.com/images/products/large/bo135.jpg,803979090672,UPC,,,False,Do You Know Your Peeps?
False,https://www.fatbraintoys.com/toy_companies/lego_systems_inc/lego_classic_build_together_v39.cfm?ah=LS1995-1,LEGO Classic - Build Together V39,LS1995-1,11020,True,99.99,Let your creativity flow endlessly!,"['https://www.fatbraintoys.com/images/products/large/ls1995.jpg', 'https://www.fatbraintoys.com/images/products/detail/ls1995/ls1995_0.jpg', 'https://www.fatbraintoys.com/images/products/detail/ls1995/ls1995_1.jpg', 'https://www.fatbraintoys.com/images/products/detail/ls1995/ls1995_2.jpg']","LEGO® Systems, Inc.",https://www.fatbraintoys.com/images/products/large/ls1995.jpg,673419355872,UPC,,,False,LEGO Classic - Build Together V39
False,https://www.fatbraintoys.com/toy_companies/scentco_inc/dessert_smens_set_of_4.cfm?ah=SCE050-1,Dessert Smens - Set of 4,SCE050-1,X04ADE,True,6.0,Make your writing and doodling more delicious!,['https://www.fatbraintoys.com/images/products/large/sce050.jpg'],ScentCo Inc.,https://www.fatbraintoys.com/images/products/large/sce050.jpg,692046997606,UPC,,,False,Dessert Smens - Set of 4
False,https://www.fatbraintoys.com/toy_companies/ooly/carry_along_work_zone_coloring_book.cfm?ah=INA071-1,Carry-Along! Work Zone Coloring Book,INA071-1,138-027,True,8.95,Dig into creative coloring on the go!,"['https://www.fatbraintoys.com/images/products/large/ina071.jpg', 'https://www.fatbraintoys.com/images/products/detail/ina071/ina071_0.jpg']",Ooly,https://www.fatbraintoys.com/images/products/large/ina071.jpg,810104681674,UPC,,,False,Carry-Along! Work Zone Coloring Book
False,https://www.fatbraintoys.com/toy_companies/perisphere_and_trylon/haynes_jet_engine.cfm?ah=PNT016-1,Haynes Jet Engine,PNT016-1,JT12US,True,59.95,"Build a fully functional, motorized model of a real turbofan jet engine!","['https://www.fatbraintoys.com/images/products/large/pnt016.jpg', 'https://www.fatbraintoys.com/images/products/detail/pnt016/a.jpg']",Perisphere and Trylon,https://www.fatbraintoys.com/images/products/large/pnt016.jpg,5060062143942,EAN,,,False,Haynes Jet Engine
False,https://www.fatbraintoys.com/toy_companies/the_cool_tool/cool_tool_4_in_1_workshop_extra_set_of_plywood_4_pc.cfm?ah=TCT003-1,Cool Tool 4 in 1 Workshop - Extra Set of Plywood - 4 pc,TCT003-1,163-300,True,8.95,One of the most amazing features of the Cool Tool Playmat set is the jigsaw.,['https://www.fatbraintoys.com/images/products/large/tct003.jpg'],The Cool Tool,https://www.fatbraintoys.com/images/products/large/tct003.jpg,9003531633007,EAN,,,False,Cool Tool 4 in 1 Workshop - Extra Set of Plywood - 4 pc
False,https://www.fatbraintoys.com/toy_companies/schylling/needoh_press_doh.cfm?ah=SH353-1,NeeDoh Press-Doh,SH353-1,PRCND,True,3.95,Squish outside the lines and fill your designs with a rainbow of color,,Schylling,,019649508990,UPC,,,False,NeeDoh Press-Doh
False,https://www.fatbraintoys.com/toy_companies/masterpieces_puzzle_company/works_of_ahhh_nativity_paint_kit.cfm?ah=PC189-1,Works of Ahhh Nativity Paint Kit,PC189-1,22004,True,23.95,"Go from fun craft activity to family treasure, one brushstroke at a time!","['https://www.fatbraintoys.com/images/products/large/pc189.jpg', 'https://www.fatbraintoys.com/images/products/detail/pc189/pc189_0.jpg']",MasterPieces Puzzle Company,https://www.fatbraintoys.com/images/products/large/pc189.jpg,705988220043,UPC,,,False,Works of Ahhh Nativity Paint Kit
False,https://www.fatbraintoys.com/toy_companies/compendium/thoughtfulls_for_kids_dream_big.cfm?ah=COM037-1,ThoughtFulls for Kids - Dream Big,COM037-1,8044,True,5.6,"""Keep dreaming, keep wishing, and have lots of fun.""","['https://www.fatbraintoys.com/images/products/large/com037.jpg', 'https://www.fatbraintoys.com/images/products/detail/com037/com037_0.jpg', 'https://www.fatbraintoys.com/images/products/detail/com037/com037_1.jpg', 'https://www.fatbraintoys.com/images/products/detail/com037/com037_2.jpg', 'https://www.fatbraintoys.com/images/products/detail/com037/com037_3.jpg']",Compendium,https://www.fatbraintoys.com/images/products/large/com037.jpg,749190080446,UPC,,,False,ThoughtFulls for Kids - Dream Big
False,https://www.fatbraintoys.com/toy_companies/meavia_toys/sunny_weighted_sensory_sea_turtle.cfm?ah=MEA004-1,Sunny - Weighted Sensory Sea Turtle,MEA004-1,SH_2565,True,39.99,Dive into an ocean of sensory delight!,['https://www.fatbraintoys.com/images/products/large/mea004.jpg'],MEAVIA Toys,https://www.fatbraintoys.com/images/products/large/mea004.jpg,651174922454,UPC,,,False,Sunny - Weighted Sensory Sea Turtle
False,https://www.fatbraintoys.com/toy_companies/learning_resources/hand2mind_pawz_the_calming_pup.cfm?ah=LR319-1,Hand2Mind Pawz The Calming Pup,LR319-1,93384,True,17.24,A perfect pal for calming young minds.,"['https://www.fatbraintoys.com/images/products/large/lr319.jpg', 'https://www.fatbraintoys.com/images/products/detail/lr319/lr319_0.jpg', 'https://www.fatbraintoys.com/images/products/detail/lr319/lr319_1.jpg']",Learning Resources,https://www.fatbraintoys.com/images/products/large/lr319.jpg,848850114115,UPC,,,False,Hand2Mind Pawz The Calming Pup
False,https://www.fatbraintoys.com/toy_companies/schylling/dino_skull_hand_puppet.cfm?ah=SH323-1,Dino Skull Hand Puppet,SH323-1,DSHP,True,7.95,Reanimate a beast of prehistory!,"['https://www.fatbraintoys.com/images/products/large/sh323.jpg', 'https://www.fatbraintoys.com/images/products/detail/sh323/sh323_0.jpg']",Schylling,https://www.fatbraintoys.com/images/products/large/sh323.jpg,019649519552,UPC,,,False,Dino Skull Hand Puppet
False,https://www.fatbraintoys.com/toy_companies/douglas/merrie_mouse_with_hat_candy_cane_5_inch.cfm?ah=DOU143-1,Merrie Mouse with Hat & Candy Cane - 5 inch,DOU143-1,15254,True,10.95,Holiday cheer has never been so cute!,['https://www.fatbraintoys.com/images/products/large/dou143.jpg'],Douglas,https://www.fatbraintoys.com/images/products/large/dou143.jpg,767548152546,UPC,,,False,Merrie Mouse with Hat & Candy Cane - 5 inch
False,https://www.fatbraintoys.com/toy_companies/schylling/needoh_dohnut_holes.cfm?ah=SH352-1,NeeDoh Dohnut Holes,SH352-1,DHTND,True,5.95,Bring the morning fun with a box of squishy dohnut holes.,,Schylling,,019649517817,UPC,,,False,NeeDoh Dohnut Holes
False,https://www.fatbraintoys.com/toy_companies/warmies/red_triceratops_warmies.cfm?ah=WRM042-1,Red Triceratops Warmies,WRM042-1,CP-TRI-2,True,23.95,Have you ever met a dinosaur more cuddly than this?,"['https://www.fatbraintoys.com/images/products/large/wrm042.jpg', 'https://www.fatbraintoys.com/images/products/detail/wrm042/wrm042_0.jpg']",Warmies,https://www.fatbraintoys.com/images/products/large/wrm042.jpg,816018027980,UPC,,,False,Red Triceratops Warmies
False,https://www.fatbraintoys.com/toy_companies/highlights/highlights_puzzle_book_pack_of_2.cfm?ah=HI0074-1,Highlights Puzzle Book Pack of 2,HI0074-1,,True,21.95,Two intensely fun puzzle books in one bundle!,"['https://www.fatbraintoys.com/images/products/large/hi0074.jpg', 'https://www.fatbraintoys.com/images/products/detail/hi0074/hi0074_0.jpg']",Highlights,https://www.fatbraintoys.com/images/products/large/hi0074.jpg,,,,,False,Highlights Puzzle Book Pack of 2
False,https://www.fatbraintoys.com/toy_companies/scentco_inc/groovy_smens_set_of_8.cfm?ah=SCE051-1,Groovy Smens - Set of 8,SCE051-1,X08GGS,True,10.0,Get your groove on!,['https://www.fatbraintoys.com/images/products/large/sce051.jpg'],ScentCo Inc.,https://www.fatbraintoys.com/images/products/large/sce051.jpg,692046973013,UPC,,,False,Groovy Smens - Set of 8
False,https://www.fatbraintoys.com/toy_companies/playmonster/koosh_slingshot.cfm?ah=PAT249-1,Koosh Slingshot,PAT249-1,24307,True,19.95,Send the Koosh balls wooshing!,"['https://www.fatbraintoys.com/images/products/large/pat249.jpg', 'https://www.fatbraintoys.com/images/products/detail/pat249/pat249_0.jpg', 'https://www.fatbraintoys.com/images/products/detail/pat249/pat249_1.jpg']",PlayMonster,https://www.fatbraintoys.com/images/products/large/pat249.jpg,093514243070,UPC,,,False,Koosh Slingshot
False,https://www.fatbraintoys.com/toy_companies/chronicle_books/calm_ideas_for_busy_kids_mindful_edition.cfm?ah=CB251-1,Calm Ideas for Busy Kids - Mindful Edition,CB251-1,9781797229355,True,9.95,Boredom is just a lack of creativity - and these cards are here to help!,"['https://www.fatbraintoys.com/images/products/large/cb251.jpg', 'https://www.fatbraintoys.com/images/products/detail/cb251/cb251_0.jpg']",Chronicle Books,https://www.fatbraintoys.com/images/products/large/cb251.jpg,9781797229355,EAN,,,False,Calm Ideas for Busy Kids - Mindful Edition
